movie,sentence,score
오마주,"등장인물들 모두가 힘들다, 그래도 꿈이 있다면..",7
플레이그라운드,"고군분투하는 아이들, 사과하지 않는 어른들",8
그대가 조국,"정말 우리들은 조국장관님 가족에게 너무 큰 빚을 지었습니다...그의 가족들이 겪었을 그 무서운 상황을 누구라도 겪을수 있는 잔인무도한 세력이검찰이고, 그 검찰들이 지금 최고 권력을 마구 휘두르고 있는 지금 이 시간누구라도 제2, 제3의 조국이 될수 있다는 점을 알아야 합니다.내게 이런 시련이 왔을때 참고 이겨낼수 있을지..조국 장관님과 정경심 교수님..그리고 그의 아들, 딸가족 모두에게 죄송한 마음을 대신 전합니다.그리고 모든 국민들이 진실의 눈을 떴으면 좋겠습니다.",10
범죄도시2,재밌습니다~,9
오로라 공주,잔혹복수극. 이런 안타까운 주제와 범죄영화도 가끔씩 가슴을 울린다. 꽤 괜찮은 범죄영화.,7
범죄도시2,유쾌하게 영화관람하였어요.계속 시리즈로 가야함,10
그대가 조국,열심히들 보세요 ㅎㅎㅎㅎ,1
그대가 조국,범죄자는 범죄행위에 대한 죗값을 받아야 한다. 그 범죄행위는 쏙 빼버리고 &amp;#34;난 억울하다.&amp;#34; &amp;#34;왜 나한테만 그러냐~&amp;#34; 이따위 짓거리는 본질을 호도할 뿐이다. 마치 연쇄살인마가 살인을 해서 잡혔음에도 난 억울하다 지껄이는 것과 같은 논리다. 중요한건 한집안이 박살난건 법을 어겼기때문임을 간과하지 마라.,1
해피타임 스파이,너무 재밌다 이런 개그 난 너무 좋아 차별이나 성이대해 경고하는 영화 ㅋㅋㅋ 차별하지말자고,10
범죄도시2,계속 나왔으면 좋겠네요. 오랜만에 느끼는 작품이네요.,10
범죄도시2,국산 프랜차이즈로 성공하여 세계적으로 뻗어나가길,7
히든,정혜인만 생고생,4
닥터 스트레인지: 대혼돈의 멀티버스,지루할 틈이 1도 없는 2시간이 꽉 찬 영화입니다! 영화관 대형스크린으로 보는 것을 강추드립니다! 샘 레이미 감독 특유의 재미난 연출이 많아서 무거운 스토리지만 유쾌하게 풀어내었습니다! 완다 넘 이뻐요!!,10
아사코,이해하고 싶지 않은 감정선,7
불량 공주 모모코,일본영화가 망한게 언제부터인가 생각해보니 이 영화를 기점으로 하는 것 같다. 봘줄만한 것이라고는 촬영당시 어린 여배우들의 싱싱했던 한 때의 모습 뿐이네,1
핵소 고지,일본이 역사를 숨기고 착한척 위선떨어도 이런 생생한 증언 기록들이 남아있다. 마지막 실화인터뷰까지 감동 완벽,10
더 노비스,목표가 이끄는 삶의 표본. 광기의 돌.,7
닥터 스트레인지: 대혼돈의 멀티버스,마블이니까. 감독 믿고 본다.,7
그대가 조국,응원합니다   한동훈,1
범죄도시2,너무 재밌었다ㅠㅠㅠ 영화관에서 이렇게 큰 소리로 웃어본거 오랜만.. 마지막 담금주는 애드립 같던데 배우들 현웃 터진거 보고 나도 빵터져서 오래 웃었다 ㅋㅋㅋ 한 번 더 봐야지..,10
범죄도시2,"굉장히 타이트하게 몰입감을 주는 영화였음. 윤계상의 장첸을 다른 의미로 뛰어 넘는 손석수의 강해상이랄까? 최귀화가 씬스틸러, 마동석은 뭐 원펀맨 ㅋㅋ",8
자산어보,섬을 나가니 다른영화가 되었네,6
박쥐,타는 목마름으로,7
범죄도시2,"15세 관람가 치고는 다소 잔인한 장면도 있지만, 그런 것을 다 상쇄할만큼 유쾌하고 재미있어서 시간 가는 줄 모르고 관람했습니다",10
영화는 영화다,그놈이 그놈이다,6
그대가 조국,그대도 타국,1
언어의 정원,당신만의 언어의 정원을 찾을 수 있기를,9
"파리, 13구",조금 아쉬운 이야기를 멋진 영상으로 커버,7
블랙머니,&amp;#34;나라에 돈이 없는 것이 아니라 도둑놈이 많다&amp;#34;,8
범죄도시2,천만 가능할듯3편도 너무 기대되네요~,9
그대가 조국,국이 아재 영화배우 데뷔.. 칸느 가나요?,2
그대가 조국,대한민국 국민으로서 마음이 너무 무거워지는 영화네요~많은사람이 꼭 봤으면 합니다,10
범죄도시2, 비중은 늘고 존재감은 줄었다. ,6
디 워,이거 찍느라 할리우드 길을 막았다니..,1
그대가 조국,가진자들이 똘똘 뭉쳐서 한가족을 처참하게 학살했습니다. 조국가족이 몸서리 쳐지도록 불쌍합니다. 누가 이들을 구원할수 있을까요 ? 누가 이들의 갈가리 찢어진 가슴을 치유하고 안아줄수 있을까요 ? 너무도 가슴이 아픔니다.,10
그대가 조국,정말 국민이면 꼭 봐야될 다큐입니다. 보는내내 막막함과 한숨이 계속 나왔습니다. 정말 사냥하듯 휘두르는 권력은 어찌하면 이길수 있을까요?  우린 사냥감이 되면 당해야 하는거네요.ㅜㅡㅜ  정말 검찰 개혁되기를 바래봅니다.,10
범죄도시2,"빌런지수가 높아졌지만,善이 惡을 소탕하는데서 오는 그 짜릿한 쾌감은 역시 마동석표 액션!!마동석을 이런데서 봐야하는 이유이기도하지요.쭉쭉 시리즈가 나온다하니 희망사항이 있다면...우락부락한 마동석의 비쥬얼은 형사보단 악역인물에 가깝잖아요.형사들의 비쥬얼을 현역 악역비주얼들로 채워놓아도 정말 대~~단히 특별할것 같습니다.마동석씨 몸조심하셔서 범죄도시10까지 계~~속 제작해주세요.",9
그대가 조국,으따 상영허는곳이 없어부러가 132명으 조개딸들이 우루루쾅쾅 몰려와설라무네 요로코롬 거짓 리뷰를 남겼능가? 요럴 시간에 부모님 안부나 여쭙소잉~,2
범죄도시2,무난한 액션영화였던거 같습니다 악역연기가 젤 인상깊은듯,9
범죄도시2,성룡 아저씨 이후로 코믹 액션에 최적화 된 시원 통쾌 마동석 ??  진짜 연기 잘하시네요 ㄷ ㄷ ㄷ 그리고 손석 구씨 구씨 구씨 넘나 사랑해????????????????????,10
범죄도시2,잔인한 장면들이 있는데도 불구하고 간만에 크게 웃었네.,10
그대가 조국,끝까지 변명만...지겹다,2
그대가 조국,답답 헙니다 ….. 으휴,10
범죄도시2,하나의 장르가 되어버린 마동석과 떠오르는 매력만점 손석구 조합은 실패없지,8
범죄도시2,유쾌 통쾌 상쾌 볼만해요,10
그대가 조국,20대 아들과 같이 봤습니다 담백하게 그려진것이 더 슬프고 아팠습니다 불완전한 인간이 불완전한 인간을 단죄한답시고 칼을 휘두르는것이 너무 섬뜩하고 무서웠습니다 저들도 언젠가는 그 죄값을 받을 날이 꼭 오리라고 생각합니다 대한민국의 모든 국민이 꼭 보시라 권하고 싶습니다 오늘 대한민국의 현실이 어떠한지~~~  ,10
범죄도시2,쥑이네 쉬바꺼 보로 가이소,10
닥터 스트레인지: 대혼돈의 멀티버스,역시 마블눈을 뗄 수 없는 영상미,10
그대가 조국,"지금의 우리나라의 검찰은 조직폭력배 집단이며, 그 검찰조폭의 권력에 동조하며 사익을 챙기려는 똘마니 기득권 양아치들의 만행이 너무나 적나라하게 드러난 영화다. 힘도 빽도 돈도없는 현실에서 저런 무리들에게 봉변 당하지않을까 두렵다.",9
범죄도시2,"좋은점 : 킬링타임별로인점 : 별로 안웃김, 한번 웃음,.어짜피 킬링타임용인데 그걸 감안하더라도 스토리가 그닥 재미없음, 긴장감 없음. 잔인하기만",6
그대가 조국,"그들에게 진실은 중요치 않다. 사냥의 대상이 있을뿐 권력유지를 위해 언론,검찰,판사 집단이 한 개인에게 저지른 폭력이 역사에 기록되고, 진실을 밝혀야 할것이다. 현 21세기에 일어난 일이라고는 믿겨지지 않는 일이 일어났다.",10
익스큐터: 더 파이널,기대감 없이 봐도 별로였다,4
"나, 다니엘 블레이크",전세계행정공무원이반드시봐야할영화. 우리모두가다니엘블레이크다,10
그대가 조국,많은분들이 봤으면 합니다 보는내내 화가 나면서도  검찰 언론 사법 모두가  하나가 되서 한사람의 인생을 한가족의 인생을 파괴하는게 두렵기까지 했습니다 그래도 내가 마지막으로 믿었던 사법부 판사들의 행태를 알게된것 더이상 약자가 기대고 믿을곳은 없다는걸 알게되서 더 답답합니다  사실을 말하는 증언자들의  모습을 보면서 저사람들의 두려움이 얼마나 클까  더이상 우리사회는 약자 또는 약자의 편에서 일했던 사람들에게는 법도 존재하지 않는다는걸 느끼는 다큐였어요 이사회가 어디로 가고 있는건지 더많은 분들이 보고 느끼는것들이 있었음합니다,10
범죄도시2,"영화의 코믹, 액션 절묘하네요감동입니다.",10
26년,"마실장의 마지막 부분의 대사가 기억에 남네요 &amp;#39;당신이 살아야 내가 정당해진다&amp;#39; 그가 죽은 현 시대에 518이 무슨 의미인지는 각자 모두에게 다른 지금, 분명한 건 그는 살인마이고 독재자다. 지옥이 있다면 그가 지옥에서 썩어있길 바란다. ",10
그대가 조국,"저도 20대지만, 이러한 큰 사건도 있고 정치에 무지한 지금의 세대들이 참 안타깝네요. 이번 윤석열 정권이 된것도 무지함이 한몫한거같습니다. 부끄럽네요.",10
장르만 로맨스,재밌어요,9
그대가 조국,분리수거용 영화 제발 정치영화 아웃,1
그대가 조국,"사고하는 국민들이 많을수록 좋은 지도자를 가지게되고, 그로 인해 이득을 볼 수 있게 됩니다. 검찰에 장악당한 언론이 떠드는 소리만 앵무새처럼 따라하며 무식하고 비열한 권력자가 권력을 쟁취하거나 유지하도록 거들어주는 개돼지가 판치는 세상이야말로 후진국이다. 우리나라가 조국을 무참히 짓밟은건 우리나라는 아직 국민의 수준과 힘이 후진스럽다는 반증이다. ",10
연애 빠진 로맨스,마지막 장면이 재밌었구 손석구 표정 연기가 웃겼어요 ㅋㅋㅋㅋ,10
엔칸토: 마법의 세계,스트레스를 많이 받아서 힐링 받으려고 혼영했는데 좋았어요~ ost가 좋았어요,10
그대가 조국,보세요  알아보세요  그리고 보세요,10
히트맨,진짜 유치하고 역겨워서 소름돋긴 처음이네요,1
시니어 이어,여자 주인공의 가운데 손가락 활용이 일품 연기  넘 잘함,10
범죄도시2,"범죄도시3가 기대됩니다! 마블리, 손석구 최고",10
닥터 스트레인지: 대혼돈의 멀티버스,"앞으로 멀티버스가 어떤 역할을 하게 될지 .. 엄청 재밌지도, 재미없지도 않았던 영화 ",8
경관의 피,대사가 잘 안들리긴했지만 연기를 잘해서 재밌었ㄷ어요,9
너의 이름은.,그냥 미쳤습니다..이말밖에 할게없음,10
문폴,좀 지루하고 재미없었어요..,4
닥터 스트레인지: 대혼돈의 멀티버스,믿고 보는 마블~~ 닥터2이지만 완다가 주인공 같음,10
에이지 오브 투모로우,ㅋㅋ.... 재미있어서 나오는 웃음이 아니라 어이가 없어서 나오는 웃음임...ㅋㅋㅋㅋ,2
그대가 조국,빨갱이주사파간첩들이 평점을 엄청 높히고 있습니다. 다 잡아서 북으로 돌려보냅시다!!!,1
그대가 조국,범죄자 옹호 영화이런걸 영화라고 하기도 아깝다,1
루이스 웨인: 사랑을 그린 고양이 화가,연기 너무 잘하고 고양이 나오는 것도 귀여웠어요!!,10
범죄도시2,재밌는 장면이 많아서 많이 웃었어요 ㅋㅋ,10
그대가 조국,내가 조국이다화이팅,10
배드 가이즈,재미있게 집중해서 잘봤네요 캐릭터들이 귀여워요,8
모비우스,생각보다 무서웠어요 ㅠㅠㅠ 4d로봤는데 깜놀하는 장면이 많았어요,8
범죄도시2,1편보다 재밌는거같음 ㅠㅠ 3편기대중,10
그대가 조국,진짜 잘봤다 40?50대에 졷주화운동 세대 근데? 대선쳐발려서 이제 너넨 Out Suck dick 40?50대,1
히든,박미숙 배우님 연기 너무 잘하시네요^^,10
시카다 3301,겉멋만 잔뜩든 영화,4
범죄도시2,"역시 믿고 보는 마동석 배우님 덕분에 정말 재밌게 봤습니다. 마동석 배우님의 전투신에서 정말 리얼한 사운드와 타격감이 인상깊었고 중간중간 날리시는 개그 멘트, 스토리 등을 합쳐봤을 때 올해 본 영화중 가장 재미있었습니다.",10
그대가 조국,잣들까고 자빠졌네 이런 개 떡같은걸 다큐라고 찍고있어ㅋ드럽다 민젓당,2
그대가 조국,"감동도없고, 돈이아깝네요 뭐하러 보나요 이런걸",2
범죄도시2,잘 빠진 액션 범죄 스릴러와 마석도 히어로의 활약,9
그대가 조국,검찰공화국 검찰공화국,10
범죄도시2,마동석 연기 대박실감남,10
범죄도시2,솔직히 악역연기 이해안감 카리스마없고 눈만 부라리고 대사는 책읽듯하고 1편의 윤계상에 비하면 한참 멀엇음 진심 돈아까움 전체적으루 1편 반도 못따라감 연기는 째려본다고 카리스마 잇는게 아니죠,2
그대가 조국,사법개혁의 당위성 입증!!!!,10
범죄도시2,1편 못지 않게 재밌게 관람,10
범죄도시2,썩을 악당들을 시원하게 패주시는 든든한 형님,9
그대가 조국,화가나서 눈물이 차오릅니다.,10
범죄도시2,시리즈2는 진짜 흥행기 쉽지 않은데 범죄도시는 정말 잘 만들었음 재밌네요 ㅎㅎ ,10
그대가 조국,영화보다 더 영화같은 현실의 이야기악한 사람들은 그에맞게 벌하고 착한 사람들은 더 잘 되는 사회가 되었으면,10
걸캅스,.,1
범죄도시2,1편보다는 긴장감이 덜했지만 마동석영화는 그래도 항상 볼만한것 같음,8
그대가 조국,좌좀들만 보는 영화 훠훠훠 재앙,1
리턴 투 파라다이스,염창희가 추천했으니 꼭 보고싶어요^^,10
그대가 조국,보기는 했는데요 ㅎㅎㅎㅎ,2
